season,week,game_id,home_team,away_team,point_diff,off_yards_gained_h,off_yards_gained_a,off_pass_yards_h,off_pass_yards_a,off_rush_yards_h,off_rush_yards_a,off_turnovers_h,off_turnovers_a,off_touchdowns_h,off_touchdowns_a,off_epa_per_play_h,off_epa_per_play_a,def_epa_per_play_h,def_epa_per_play_a,off_wpa_h,off_wpa_a,def_wpa_h,def_wpa_a,off_cpoe_h,off_cpoe_a,off_success_rate_h,off_success_rate_a,off_qb_epa_h,off_qb_epa_a,def_sacks_h,def_sacks_a,def_qb_hits_h,def_qb_hits_a,off_red_zone_td_rate_h,off_red_zone_td_rate_a,off_third_down_conv_rate_h,off_third_down_conv_rate_a,off_fourth_down_conv_rate_h,off_fourth_down_conv_rate_a,off_first_downs_h,off_first_downs_a,off_pass_rate_h,off_pass_rate_a,off_shotgun_rate_h,off_shotgun_rate_a,off_no_huddle_rate_h,off_no_huddle_rate_a,timeouts_remaining_h,timeouts_remaining_a,score_differential_pre,total_plays,first_half_plays,second_half_plays,overtime_plays,roof,surface,home_win,away_wins,tie_flag,home_team_wins_10season,away_team_wins_10season,ties_10season,home_win_streak_last_3,home_losing_streak_last_3,home_points_scored_last_3,home_points_allowed_last_3,home_wins_to_date,home_losses_to_date,home_ties_to_date,away_win_streak_last_3,away_losing_streak_last_3,away_points_scored_last_3,away_points_allowed_last_3,away_wins_to_date,away_losses_to_date,away_ties_to_date,same_conference,same_division,special_game,gameday,gametime,spread_line,total_line,outdoor_game
2024,5,2024_05_MIA_NE,NE,MIA,-5.0,299.0,372.0,158.0,186.0,141.0,186.0,201.0,187.0,1.0,1.0,-0.165,-0.046,-0.046,-0.165,-0.759,-0.192,-0.192,-0.759,-4.314,-6.815,0.412,0.407,-13.161,-4.225,3.0,2.0,4.0,9.0,0.0,0.0,0.052,0.022,0.0,0.0,15.0,24.0,0.494,0.429,0.481,0.582,0.049,0.011,0.0,2.0,-0.971,179,88,91,0,outdoors,fieldturf,0,1,0,9,11,0,0.0,3.0,12.0,25.667,1.0,3.0,0.0,0.0,3.0,8.333,28.667,1.0,3.0,0.0,True,True,False,2024-10-06,13:00,-2.0,37.0,True
2024,5,2024_05_NO_KC,KC,NO,13.0,460.0,220.0,346.0,185.0,117.0,35.0,201.0,186.0,2.0,2.0,0.094,-0.086,-0.086,0.094,0.233,-0.2,-0.2,0.233,10.074,3.236,0.567,0.377,9.145,-5.961,1.0,2.0,9.0,6.0,0.001,0.0,0.062,0.059,0.01,0.0,28.0,14.0,0.48,0.565,0.561,0.449,0.0,0.087,2.0,0.0,0.299,179,94,85,0,outdoors,grass,1,0,0,2,0,0,3.0,0.0,21.667,17.333,4.0,0.0,0.0,1.0,2.0,26.667,20.0,2.0,2.0,0.0,False,False,False,2024-10-07,20:15,5.5,43.0,True
2024,5,2024_05_NYG_SEA,SEA,NYG,-9.0,333.0,420.0,303.0,251.0,30.0,171.0,202.0,187.0,2.0,3.0,-0.171,-0.008,-0.008,-0.171,-0.389,0.196,0.196,-0.389,-0.496,4.77,0.512,0.5,-8.175,-0.67,3.0,7.0,5.0,8.0,0.0,0.001,0.038,0.081,0.0,0.0,17.0,24.0,0.638,0.448,0.675,0.529,0.312,0.011,0.0,2.0,-1.545,174,74,100,0,outdoors,fieldturf,0,1,0,4,1,0,2.0,1.0,25.333,21.667,3.0,1.0,0.0,1.0,2.0,18.0,18.667,1.0,3.0,0.0,True,False,False,2024-10-06,16:25,7.0,42.5,True
2024,5,2024_05_NYJ_MIN,MIN,NYJ,6.0,253.0,254.0,181.0,218.0,74.0,36.0,202.0,186.0,1.0,3.0,-0.071,-0.162,-0.162,-0.071,-0.157,-0.573,-0.573,-0.157,-6.356,-7.941,0.435,0.456,-6.519,-14.571,3.0,4.0,11.0,7.0,0.0,0.001,0.044,0.056,0.0,0.0,17.0,17.0,0.462,0.644,0.333,0.644,0.097,0.056,3.0,1.0,-0.639,189,93,96,0,outdoors,grass,1,0,0,3,0,0,3.0,0.0,29.333,17.667,4.0,0.0,0.0,2.0,1.0,19.0,10.0,2.0,2.0,0.0,False,False,False,2024-10-06,09:30,2.5,42.0,True
2024,5,2024_05_TB_ATL,ATL,TB,6.0,550.0,333.0,477.0,216.0,73.0,118.0,201.0,187.0,4.0,3.0,0.141,0.202,0.202,0.141,0.967,0.495,0.495,0.967,6.727,6.236,0.505,0.552,15.318,13.531,1.0,4.0,1.0,11.0,0.001,0.001,0.056,0.09,0.019,0.0,28.0,20.0,0.591,0.463,0.736,0.418,0.2,0.0,2.0,2.0,-1.859,187,89,92,6,closed,fieldturf,1,0,0,10,10,0,2.0,1.0,21.667,22.333,2.0,2.0,0.0,2.0,1.0,20.0,19.333,3.0,1.0,0.0,True,True,False,2024-10-03,20:15,2.5,44.0,False
2024,6,2024_06_ARI_GB,GB,ARI,21.0,437.0,303.0,273.0,225.0,166.0,78.0,201.0,189.0,4.0,1.0,0.157,-0.131,-0.131,0.157,0.249,-0.205,-0.205,0.249,4.165,-1.078,0.538,0.493,14.327,-0.386,0.0,0.0,1.0,2.0,0.001,0.0,0.08,0.054,0.011,0.0,25.0,16.0,0.402,0.52,0.522,0.613,0.054,0.187,3.0,1.0,-0.371,176,98,78,0,outdoors,grass,1,0,0,1,2,0,2.0,1.0,27.667,21.333,3.0,2.0,0.0,1.0,2.0,17.0,28.333,2.0,3.0,0.0,True,False,False,2024-10-13,13:00,5.5,47.0,True
2024,6,2024_06_ATL_CAR,CAR,ATL,-18.0,335.0,425.0,240.0,225.0,95.0,205.0,201.0,187.0,2.0,4.0,-0.088,0.201,0.201,-0.088,0.025,0.595,0.595,0.025,2.356,0.867,0.453,0.537,-7.566,21.867,0.0,0.0,3.0,3.0,0.001,0.001,0.06,0.073,0.0,0.0,21.0,25.0,0.512,0.373,0.57,0.566,0.07,0.108,0.0,2.0,-1.172,179,100,79,0,outdoors,grass,0,1,0,7,13,0,1.0,2.0,23.333,30.667,1.0,4.0,0.0,2.0,1.0,26.333,25.333,3.0,2.0,0.0,True,True,False,2024-10-13,16:25,-6.0,45.5,True
2024,6,2024_06_BUF_NYJ,NYJ,BUF,-3.0,393.0,359.0,272.0,222.0,121.0,140.0,201.0,186.0,2.0,3.0,0.074,0.128,0.128,0.074,0.094,0.582,0.582,0.094,-0.469,18.947,0.443,0.512,5.858,10.998,2.0,3.0,2.0,5.0,0.0,0.001,0.053,0.06,0.0,0.0,19.0,24.0,0.519,0.425,0.722,0.517,0.038,0.069,0.0,1.0,-0.729,177,91,86,0,outdoors,fieldturf,0,1,0,7,13,0,1.0,2.0,16.667,12.0,2.0,3.0,0.0,1.0,2.0,25.667,22.667,3.0,2.0,0.0,True,True,False,2024-10-14,20:15,-1.0,42.0,True
2024,6,2024_06_CIN_NYG,NYG,CIN,-10.0,309.0,304.0,204.0,240.0,106.0,66.0,201.0,187.0,1.0,2.0,-0.132,0.017,0.017,-0.132,-0.301,0.241,0.241,-0.301,-8.316,11.067,0.473,0.462,-12.042,1.135,4.0,2.0,7.0,6.0,0.0,0.0,0.056,0.062,0.033,0.0,24.0,13.0,0.527,0.515,0.67,0.621,0.22,0.0,0.0,2.0,-1.79,166,77,89,0,outdoors,fieldturf,0,1,0,2,0,0,2.0,1.0,21.667,18.333,2.0,3.0,0.0,1.0,2.0,35.0,34.333,1.0,4.0,0.0,False,False,False,2024-10-13,20:20,-4.5,46.0,True
2024,6,2024_06_CLE_PHI,PHI,CLE,4.0,372.0,244.0,256.0,156.0,120.0,88.0,201.0,186.0,3.0,0.0,-0.012,-0.069,-0.069,-0.012,0.366,-0.063,-0.063,0.366,2.257,-0.517,0.456,0.421,-0.963,-5.275,5.0,1.0,8.0,2.0,0.0,0.0,0.064,0.04,0.026,0.013,19.0,14.0,0.325,0.434,0.662,0.632,0.312,0.053,3.0,0.0,-0.872,163,87,76,0,outdoors,grass,1,0,0,1,1,0,1.0,2.0,17.333,22.333,2.0,2.0,0.0,0.0,3.0,14.667,25.0,1.0,4.0,0.0,False,False,False,2024-10-13,13:00,8.0,42.0,True
2024,6,2024_06_DET_DAL,DAL,DET,-38.0,251.0,492.0,199.0,314.0,52.0,180.0,203.0,186.0,0.0,5.0,-0.274,0.301,0.301,-0.274,-0.147,0.411,0.411,-0.147,-7.944,6.048,0.435,0.506,-13.618,25.582,3.0,4.0,6.0,11.0,0.0,0.001,0.035,0.048,0.012,0.012,16.0,27.0,0.624,0.395,0.659,0.314,0.082,0.012,2.0,2.0,-0.702,178,93,85,0,closed,matrixturf,0,1,0,5,0,0,2.0,1.0,21.667,20.0,3.0,2.0,0.0,2.0,1.0,26.0,20.667,3.0,1.0,0.0,True,False,False,2024-10-13,16:25,-3.5,52.5,False
2024,6,2024_06_HOU_NE,NE,HOU,-20.0,291.0,368.0,247.0,184.0,44.0,185.0,203.0,186.0,3.0,5.0,-0.221,0.114,0.114,-0.221,-0.347,0.222,0.222,-0.347,-3.257,1.239,0.453,0.44,-13.784,9.609,2.0,4.0,4.0,8.0,0.0,0.001,0.035,0.049,0.023,0.0,17.0,20.0,0.517,0.464,0.632,0.512,0.046,0.024,3.0,3.0,-2.719,174,85,89,0,outdoors,fieldturf,0,1,0,5,2,0,0.0,3.0,8.667,23.0,1.0,4.0,0.0,2.0,1.0,18.0,24.667,4.0,1.0,0.0,True,False,False,2024-10-13,13:00,-6.5,38.5,True
2024,6,2024_06_IND_TEN,TEN,IND,-3.0,241.0,269.0,110.0,190.0,131.0,79.0,201.0,186.0,2.0,2.0,-0.03,0.024,0.024,-0.03,-0.344,0.223,0.223,-0.344,-3.864,-4.215,0.408,0.429,-2.247,1.982,0.0,0.0,2.0,4.0,0.0,0.0,0.053,0.084,0.013,0.012,15.0,20.0,0.416,0.512,0.61,0.75,0.039,0.083,0.0,1.0,-1.398,169,80,89,0,outdoors,grass,0,1,0,8,12,0,1.0,2.0,20.667,22.0,1.0,3.0,0.0,2.0,1.0,27.333,25.667,2.0,3.0,0.0,True,True,False,2024-10-13,13:00,2.5,42.0,True
2024,6,2024_06_JAX_CHI,CHI,JAX,19.0,373.0,278.0,263.0,228.0,113.0,51.0,201.0,187.0,5.0,2.0,0.27,0.012,0.012,0.27,0.388,-0.045,-0.045,0.388,15.892,6.896,0.544,0.436,21.363,7.158,4.0,3.0,7.0,4.0,0.001,0.0,0.064,0.091,0.013,0.026,25.0,17.0,0.488,0.564,0.525,0.59,0.25,0.141,1.0,2.0,-1.652,166,78,88,0,outdoors,grass,1,0,0,1,1,0,2.0,1.0,25.333,16.333,3.0,2.0,0.0,1.0,2.0,22.333,35.0,1.0,4.0,0.0,False,False,False,2024-10-13,09:30,-1.5,44.5,True
2024,6,2024_06_LAC_DEN,DEN,LAC,-7.0,316.0,350.0,267.0,227.0,49.0,126.0,202.0,186.0,2.0,2.0,-0.048,0.087,0.087,-0.048,-0.273,0.266,0.266,-0.273,-5.981,1.417,0.493,0.463,-3.434,8.3,3.0,2.0,6.0,5.0,0.001,0.0,0.042,0.12,0.028,0.0,17.0,22.0,0.62,0.427,0.676,0.427,0.183,0.042,0.0,2.0,0.653,175,86,89,0,outdoors,grass,0,1,0,14,6,0,3.0,0.0,23.333,11.333,3.0,2.0,0.0,1.0,2.0,15.333,13.333,2.0,2.0,0.0,True,True,False,2024-10-13,16:05,-3.0,37.0,True
2024,6,2024_06_PIT_LV,LV,PIT,-19.0,275.0,293.0,218.0,145.0,57.0,150.0,203.0,186.0,2.0,3.0,-0.269,0.084,0.084,-0.269,-0.506,0.061,0.061,-0.506,-2.313,-6.724,0.468,0.446,-20.75,6.965,3.0,1.0,5.0,3.0,0.001,0.001,0.026,0.049,0.013,0.012,16.0,18.0,0.571,0.417,0.675,0.488,0.156,0.131,0.0,3.0,-1.87,168,84,84,0,dome,grass,0,1,0,2,3,0,1.0,2.0,20.0,28.667,2.0,3.0,0.0,1.0,2.0,20.333,19.0,3.0,2.0,0.0,True,False,False,2024-10-13,16:05,-3.5,36.5,False
2024,6,2024_06_SF_SEA,SEA,SF,-12.0,358.0,483.0,306.0,275.0,52.0,209.0,202.0,186.0,3.0,4.0,0.029,0.258,0.258,0.029,-0.274,0.27,0.27,-0.274,0.584,1.146,0.454,0.524,2.822,21.118,0.0,1.0,4.0,5.0,0.001,0.001,0.073,0.062,0.021,0.0,22.0,21.0,0.588,0.398,0.711,0.41,0.299,0.0,0.0,1.0,-1.611,189,84,105,0,outdoors,fieldturf,0,1,0,14,6,0,1.0,2.0,24.333,24.667,3.0,2.0,0.0,1.0,2.0,25.667,21.333,2.0,3.0,0.0,True,True,False,2024-10-10,20:15,-3.5,49.0,True
2024,6,2024_06_TB_NO,NO,TB,-24.0,303.0,594.0,249.0,346.0,54.0,248.0,202.0,186.0,3.0,7.0,-0.254,0.072,0.072,-0.254,-0.327,0.24,0.24,-0.327,-12.421,-6.708,0.457,0.536,-14.336,6.963,1.0,5.0,2.0,9.0,0.001,0.001,0.044,0.062,0.011,0.0,19.0,29.0,0.548,0.454,0.505,0.454,0.097,0.021,0.0,2.0,-1.595,198,107,91,0,dome,sportturf,0,1,0,13,7,0,0.0,3.0,16.333,22.333,2.0,3.0,0.0,1.0,2.0,23.333,26.0,3.0,2.0,0.0,True,True,False,2024-10-13,13:00,-3.5,42.5,False
2024,6,2024_06_WAS_BAL,BAL,WAS,7.0,484.0,305.0,313.0,275.0,173.0,30.0,201.0,186.0,3.0,2.0,0.185,0.144,0.144,0.185,0.593,0.146,0.146,0.593,15.833,9.232,0.542,0.513,15.362,11.208,3.0,2.0,7.0,4.0,0.001,0.001,0.072,0.053,0.0,0.013,28.0,18.0,0.393,0.564,0.5,0.718,0.036,0.526,0.0,0.0,-1.944,172,88,84,0,outdoors,grass,1,0,0,1,1,0,3.0,0.0,34.667,24.333,3.0,2.0,0.0,3.0,0.0,38.0,20.0,4.0,1.0,0.0,False,False,False,2024-10-13,13:00,6.5,51.5,True
2024,7,2024_07_BAL_TB,TB,BAL,-10.0,483.0,508.0,381.0,298.0,103.0,210.0,201.0,187.0,4.0,5.0,0.089,0.293,0.293,0.089,-0.048,0.514,0.514,-0.048,3.644,15.367,0.525,0.526,8.762,22.291,2.0,3.0,2.0,4.0,0.001,0.001,0.111,0.041,0.01,0.014,27.0,22.0,0.56,0.382,0.66,0.566,0.12,0.039,0.0,2.0,-2.273,186,85,101,0,outdoors,grass,0,1,0,0,3,0,2.0,1.0,38.0,26.333,4.0,2.0,0.0,3.0,0.0,35.333,23.667,4.0,2.0,0.0,False,False,False,2024-10-21,20:15,-4.5,51.0,True
2024,7,2024_07_CAR_WAS,WAS,CAR,33.0,421.0,180.0,224.0,89.0,200.0,92.0,201.0,186.0,3.0,2.0,0.22,-0.309,-0.309,0.22,0.065,-0.368,-0.368,0.065,15.859,1.149,0.583,0.452,18.519,-19.185,2.0,1.0,2.0,2.0,0.001,0.0,0.06,0.05,0.0,0.0,26.0,10.0,0.376,0.339,0.729,0.274,0.635,0.016,3.0,3.0,4.095,150,83,67,0,outdoors,grass,1,0,0,3,3,0,2.0,1.0,33.0,19.0,4.0,2.0,0.0,0.0,3.0,18.0,36.0,1.0,5.0,0.0,True,False,False,2024-10-20,16:05,10.0,51.0,True
2024,7,2024_07_CIN_CLE,CLE,CIN,-7.0,338.0,223.0,261.0,164.0,79.0,62.0,201.0,186.0,2.0,3.0,-0.187,-0.103,-0.103,-0.187,-0.436,0.083,0.083,-0.436,-3.868,-1.059,0.357,0.37,-18.359,-7.514,3.0,4.0,6.0,11.0,0.001,0.0,0.082,0.028,0.01,0.0,18.0,12.0,0.622,0.392,0.602,0.608,0.102,0.054,0.0,0.0,-1.564,185,89,96,0,outdoors,grass,0,1,0,10,10,0,0.0,3.0,15.0,24.667,1.0,5.0,0.0,2.0,1.0,29.667,24.0,2.0,4.0,0.0,True,True,False,2024-10-20,13:00,-5.5,42.0,True
2024,7,2024_07_DEN_NO,NO,DEN,-23.0,271.0,389.0,208.0,197.0,64.0,194.0,203.0,187.0,2.0,2.0,-0.289,0.065,0.065,-0.289,-0.246,0.346,0.346,-0.246,0.263,-7.986,0.409,0.543,-25.462,5.285,0.0,6.0,0.0,10.0,0.0,0.001,0.057,0.051,0.034,0.0,15.0,22.0,0.591,0.439,0.58,0.463,0.239,0.049,2.0,1.0,-4.071,181,91,90,0,dome,sportturf,0,1,0,1,1,0,0.0,3.0,21.333,34.333,2.0,4.0,0.0,2.0,1.0,20.0,16.667,3.0,3.0,0.0,False,False,False,2024-10-17,20:15,-2.5,37.0,False
2024,7,2024_07_DET_MIN,MIN,DET,-2.0,383.0,391.0,286.0,247.0,97.0,148.0,201.0,187.0,2.0,5.0,0.008,0.043,0.043,0.008,-0.18,0.546,0.546,-0.18,13.548,15.493,0.382,0.474,0.607,3.336,4.0,4.0,7.0,5.0,0.0,0.0,0.054,0.052,0.0,0.0,16.0,18.0,0.545,0.372,0.481,0.256,0.091,0.0,0.0,1.0,-1.49,166,82,84,0,dome,sportturf,0,1,0,11,9,0,3.0,0.0,29.333,17.667,5.0,0.0,0.0,3.0,0.0,36.333,17.0,4.0,1.0,0.0,True,True,False,2024-10-20,13:00,1.0,50.5,False
2024,7,2024_07_HOU_GB,GB,HOU,2.0,277.0,197.0,195.0,75.0,82.0,123.0,201.0,187.0,3.0,2.0,0.03,0.04,0.04,0.03,0.448,-0.003,-0.003,0.448,6.107,-14.842,0.48,0.481,2.272,3.167,4.0,3.0,7.0,6.0,0.001,0.001,0.055,0.051,0.0,0.0,18.0,15.0,0.5,0.405,0.605,0.43,0.105,0.038,0.0,2.0,-1.277,163,85,78,0,outdoors,grass,1,0,0,2,0,0,2.0,1.0,29.0,21.0,4.0,2.0,0.0,3.0,0.0,29.333,20.333,5.0,1.0,0.0,False,False,False,2024-10-20,13:00,3.0,48.0,True
2024,7,2024_07_KC_SF,SF,KC,-10.0,310.0,329.0,233.0,186.0,77.0,145.0,201.0,186.0,2.0,4.0,-0.112,0.053,0.053,-0.112,-0.338,0.207,0.207,-0.338,-9.561,-2.546,0.493,0.548,-8.427,4.453,2.0,1.0,6.0,6.0,0.001,0.001,0.027,0.098,0.014,0.012,18.0,22.0,0.56,0.388,0.493,0.518,0.053,0.0,1.0,3.0,-1.475,169,89,80,0,outdoors,grass,0,1,0,1,2,0,2.0,1.0,29.667,20.333,3.0,3.0,0.0,3.0,0.0,21.667,13.333,5.0,0.0,0.0,False,False,False,2024-10-20,16:25,2.5,47.5,True
2024,7,2024_07_LAC_ARI,ARI,LAC,2.0,326.0,395.0,210.0,344.0,119.0,51.0,202.0,187.0,2.0,0.0,0.083,0.106,0.106,0.083,0.783,0.243,0.243,0.783,-17.455,4.839,0.521,0.487,6.027,15.565,3.0,0.0,7.0,1.0,0.0,0.0,0.028,0.078,0.0,0.013,22.0,20.0,0.419,0.577,0.5,0.603,0.041,0.077,1.0,0.0,-0.895,163,80,83,0,closed,grass,1,0,0,1,2,0,1.0,2.0,17.0,33.0,2.0,4.0,0.0,1.0,2.0,14.333,17.667,3.0,2.0,0.0,False,False,False,2024-10-21,21:00,-1.0,44.0,False
2024,7,2024_07_LV_LA,LA,LV,5.0,259.0,317.0,144.0,195.0,117.0,122.0,201.0,187.0,2.0,1.0,-0.325,-0.259,-0.259,-0.325,-0.284,-0.696,-0.696,-0.284,-9.64,-9.936,0.437,0.381,-23.078,-25.159,2.0,1.0,10.0,2.0,0.001,0.0,0.028,0.032,0.0,0.011,15.0,20.0,0.361,0.495,0.583,0.546,0.069,0.021,2.0,0.0,-1.609,180,92,88,0,dome,matrixturf,1,0,0,3,0,0,1.0,2.0,21.333,24.0,1.0,4.0,0.0,1.0,2.0,17.0,27.333,2.0,4.0,0.0,False,False,False,2024-10-20,16:05,7.0,43.0,False
2024,7,2024_07_MIA_IND,IND,MIA,6.0,284.0,337.0,163.0,165.0,122.0,172.0,202.0,188.0,1.0,1.0,-0.156,-0.226,-0.226,-0.156,-0.006,-0.448,-0.448,-0.006,-18.678,-4.632,0.388,0.447,-12.493,-19.206,2.0,0.0,5.0,4.0,0.0,0.0,0.051,0.071,0.0,0.0,16.0,18.0,0.37,0.376,0.691,0.435,0.037,0.059,3.0,0.0,-0.44,177,92,85,0,closed,fieldturf,1,0,0,3,1,0,2.0,1.0,27.0,26.0,3.0,3.0,0.0,1.0,2.0,10.0,21.667,2.0,3.0,0.0,True,False,False,2024-10-20,13:00,3.0,44.0,False
2024,7,2024_07_NE_JAX,JAX,NE,16.0,366.0,295.0,206.0,275.0,160.0,20.0,201.0,186.0,3.0,3.0,0.229,-0.02,-0.02,0.229,0.439,0.006,0.006,0.439,4.555,5.197,0.562,0.416,16.73,-1.51,2.0,0.0,3.0,0.0,0.001,0.0,0.083,0.079,0.0,0.0,23.0,17.0,0.315,0.59,0.452,0.615,0.068,0.128,2.0,0.0,0.437,160,79,81,0,outdoors,grass,1,0,0,1,2,0,1.0,2.0,24.333,31.0,1.0,5.0,0.0,0.0,3.0,14.667,28.667,1.0,5.0,0.0,True,False,False,2024-10-20,09:30,6.5,42.0,True
2024,7,2024_07_NYJ_PIT,PIT,NYJ,22.0,409.0,325.0,261.0,271.0,148.0,54.0,201.0,186.0,4.0,2.0,0.176,-0.12,-0.12,0.176,0.216,-0.238,-0.238,0.216,-1.577,-5.391,0.452,0.44,14.81,-8.998,1.0,1.0,8.0,5.0,0.001,0.001,0.061,0.04,0.024,0.013,21.0,17.0,0.393,0.539,0.31,0.75,0.155,0.053,0.0,0.0,-0.85,169,88,81,0,outdoors,grass,1,0,0,1,3,0,1.0,2.0,24.333,20.0,4.0,2.0,0.0,0.0,3.0,15.333,18.667,2.0,4.0,0.0,True,False,False,2024-10-20,20:20,-3.0,40.0,True
2024,7,2024_07_PHI_NYG,NYG,PHI,-25.0,119.0,339.0,67.0,91.0,52.0,249.0,201.0,186.0,0.0,4.0,-0.256,0.132,0.132,-0.256,-0.4,0.167,0.167,-0.4,-6.332,5.691,0.397,0.446,-19.97,10.955,5.0,8.0,7.0,11.0,0.0,0.001,0.039,0.012,0.0,0.037,10.0,20.0,0.532,0.277,0.57,0.627,0.253,0.229,1.0,1.0,0.154,173,93,80,0,outdoors,fieldturf,0,1,0,4,16,0,1.0,2.0,17.0,19.0,2.0,4.0,0.0,2.0,1.0,17.0,20.333,3.0,2.0,0.0,True,True,False,2024-10-20,13:00,-3.0,42.0,True
2024,7,2024_07_SEA_ATL,ATL,SEA,-20.0,369.0,339.0,214.0,251.0,156.0,88.0,202.0,186.0,3.0,3.0,-0.14,0.171,0.171,-0.14,-0.003,0.541,0.541,-0.003,2.164,8.819,0.489,0.455,-12.907,13.14,1.0,3.0,6.0,9.0,0.001,0.001,0.089,0.053,0.022,0.013,22.0,20.0,0.441,0.468,0.774,0.675,0.226,0.156,3.0,3.0,-2.782,176,90,86,0,closed,fieldturf,0,1,0,2,3,0,3.0,0.0,33.333,24.667,4.0,2.0,0.0,0.0,3.0,24.333,35.667,3.0,3.0,0.0,True,False,False,2024-10-20,13:00,3.0,51.5,False
2024,7,2024_07_TEN_BUF,BUF,TEN,24.0,389.0,289.0,322.0,208.0,67.0,81.0,201.0,187.0,4.0,1.0,0.168,-0.149,-0.149,0.168,0.09,-0.364,-0.364,0.09,2.806,-1.863,0.493,0.429,11.933,-13.593,3.0,1.0,10.0,4.0,0.001,0.0,0.043,0.067,0.0,0.011,18.0,18.0,0.493,0.5,0.577,0.587,0.056,0.087,3.0,3.0,-0.89,168,83,85,0,outdoors,a_turf,1,0,0,4,2,0,1.0,2.0,17.667,26.0,4.0,2.0,0.0,1.0,2.0,20.667,20.667,1.0,4.0,0.0,True,False,False,2024-10-20,13:00,9.5,41.0,True
2024,8,2024_08_ARI_MIA,MIA,ARI,-1.0,377.0,389.0,240.0,311.0,137.0,79.0,201.0,186.0,3.0,3.0,0.199,0.222,0.222,0.199,0.421,0.96,0.96,0.421,3.882,11.937,0.538,0.53,15.528,18.458,0.0,1.0,1.0,3.0,0.001,0.001,0.143,0.086,0.0,0.0,22.0,22.0,0.519,0.47,0.582,0.602,0.025,0.096,0.0,1.0,-1.63,173,86,87,0,outdoors,grass,0,1,0,2,0,0,1.0,2.0,12.333,19.0,2.0,4.0,0.0,2.0,1.0,18.0,24.0,3.0,4.0,0.0,False,False,False,2024-10-27,13:00,4.0,46.5,True
2024,8,2024_08_ATL_TB,TB,ATL,-5.0,432.0,394.0,340.0,278.0,93.0,116.0,202.0,186.0,3.0,4.0,0.041,0.159,0.159,0.041,-0.033,0.513,0.513,-0.033,11.46,12.709,0.505,0.579,3.7,12.059,2.0,0.0,4.0,0.0,0.001,0.0,0.101,0.079,0.011,0.026,24.0,20.0,0.565,0.434,0.554,0.618,0.098,0.171,0.0,0.0,-1.81,181,95,86,0,outdoors,grass,0,1,0,10,11,0,1.0,2.0,37.333,34.667,4.0,3.0,0.0,2.0,1.0,29.333,28.0,4.0,3.0,0.0,True,True,False,2024-10-27,13:00,-1.5,47.0,True
2024,8,2024_08_BAL_CLE,CLE,BAL,5.0,401.0,387.0,321.0,297.0,80.0,90.0,202.0,186.0,3.0,3.0,0.119,0.054,0.054,0.119,0.486,0.053,0.053,0.486,2.923,4.344,0.518,0.489,10.076,4.725,3.0,2.0,7.0,7.0,0.0,0.001,0.094,0.024,0.0,0.0,22.0,22.0,0.523,0.523,0.512,0.659,0.07,0.08,0.0,0.0,-1.414,182,76,106,0,outdoors,grass,1,0,0,6,14,0,0.0,3.0,14.333,25.0,1.0,6.0,0.0,3.0,0.0,37.333,30.667,5.0,2.0,0.0,True,True,False,2024-10-27,13:00,-7.5,44.5,True
2024,8,2024_08_BUF_SEA,SEA,BUF,-21.0,233.0,445.0,224.0,287.0,10.0,161.0,201.0,187.0,1.0,4.0,-0.099,0.188,0.188,-0.099,-0.243,0.274,0.274,-0.243,3.126,7.419,0.485,0.527,-6.738,17.53,1.0,1.0,0.0,5.0,0.0,0.001,0.015,0.087,0.0,0.011,17.0,29.0,0.529,0.436,0.706,0.489,0.265,0.043,0.0,1.0,0.117,173,85,88,0,outdoors,fieldturf,0,1,0,1,1,0,1.0,2.0,26.0,26.333,4.0,3.0,0.0,2.0,1.0,25.667,17.667,5.0,2.0,0.0,False,False,False,2024-10-27,16:05,-3.0,45.5,True
2024,8,2024_08_CAR_DEN,DEN,CAR,14.0,400.0,284.0,301.0,223.0,101.0,61.0,203.0,186.0,4.0,2.0,0.059,-0.123,-0.123,0.059,0.342,-0.13,-0.13,0.342,14.79,3.863,0.477,0.449,16.527,-9.565,2.0,2.0,5.0,2.0,0.001,0.001,0.129,0.065,0.012,0.013,23.0,14.0,0.483,0.564,0.437,0.628,0.161,0.09,0.0,1.0,-1.267,177,91,86,0,outdoors,grass,1,0,0,2,1,0,2.0,1.0,27.667,17.0,4.0,3.0,0.0,0.0,3.0,12.333,38.0,1.0,6.0,0.0,False,False,False,2024-10-27,16:25,13.0,40.5,True
2024,8,2024_08_CHI_WAS,WAS,CHI,3.0,481.0,309.0,361.0,136.0,120.0,173.0,201.0,187.0,1.0,2.0,-0.006,-0.081,-0.081,-0.006,0.65,0.216,0.216,0.65,-0.867,-9.361,0.418,0.432,-0.516,-6.53,3.0,2.0,8.0,7.0,0.0,0.0,0.056,0.025,0.0,0.0,22.0,15.0,0.522,0.432,0.707,0.605,0.554,0.259,0.0,3.0,-0.098,181,85,96,0,outdoors,grass,1,0,0,3,2,0,2.0,1.0,32.333,16.667,5.0,2.0,0.0,3.0,0.0,31.667,14.667,4.0,2.0,0.0,True,False,False,2024-10-27,16:25,1.5,46.5,True
