season,week,game_id,home_team,away_team,point_diff,off_yards_gained_h,off_yards_gained_a,off_pass_yards_h,off_pass_yards_a,off_rush_yards_h,off_rush_yards_a,off_turnovers_h,off_turnovers_a,off_touchdowns_h,off_touchdowns_a,off_epa_per_play_h,off_epa_per_play_a,def_epa_per_play_h,def_epa_per_play_a,off_wpa_h,off_wpa_a,def_wpa_h,def_wpa_a,off_cpoe_h,off_cpoe_a,off_success_rate_h,off_success_rate_a,off_qb_epa_h,off_qb_epa_a,def_sacks_h,def_sacks_a,def_qb_hits_h,def_qb_hits_a,off_red_zone_td_rate_h,off_red_zone_td_rate_a,off_third_down_conv_rate_h,off_third_down_conv_rate_a,off_fourth_down_conv_rate_h,off_fourth_down_conv_rate_a,off_first_downs_h,off_first_downs_a,off_pass_rate_h,off_pass_rate_a,off_shotgun_rate_h,off_shotgun_rate_a,off_no_huddle_rate_h,off_no_huddle_rate_a,timeouts_remaining_h,timeouts_remaining_a,score_differential_pre,total_plays,first_half_plays,second_half_plays,overtime_plays,roof,surface,home_win,away_wins,tie_flag,home_team_wins_10season,away_team_wins_10season,ties_10season,home_win_streak_last_3,home_losing_streak_last_3,home_points_scored_last_3,home_points_allowed_last_3,home_wins_to_date,home_losses_to_date,home_ties_to_date,away_win_streak_last_3,away_losing_streak_last_3,away_points_scored_last_3,away_points_allowed_last_3,away_wins_to_date,away_losses_to_date,away_ties_to_date,same_conference,same_division,special_game,gameday,gametime,spread_line,total_line,outdoor_game
2024,3,2024_03_CAR_LV,LV,CAR,-14.0,333.0,437.0,292.0,306.0,41.0,133.0,201.0,186.0,3.0,4.0,-0.075,0.163,0.163,-0.075,-0.151,0.416,0.416,-0.151,-2.865,-2.452,0.525,0.522,-6.04,15.014,2.0,3.0,4.0,6.0,0.001,0.001,0.038,0.056,0.012,0.0,20.0,24.0,0.612,0.462,0.65,0.538,0.212,0.032,1.0,1.0,-0.855,184,93,91,0,dome,grass,0,1,0,2,0,0,2.0,1.0,21.0,19.667,1.0,1.0,0.0,0.0,3.0,4.333,27.333,0.0,2.0,0.0,False,False,False,2024-09-22,16:05,5.5,40.0,False
2024,3,2024_03_CHI_IND,IND,CHI,5.0,306.0,395.0,164.0,332.0,146.0,63.0,201.0,187.0,3.0,2.0,-0.124,-0.124,-0.124,-0.124,0.013,-0.384,-0.384,0.013,-9.816,2.732,0.403,0.394,-8.92,-12.905,4.0,1.0,5.0,3.0,0.001,0.001,0.042,0.088,0.0,0.039,15.0,26.0,0.315,0.577,0.63,0.615,0.082,0.231,2.0,0.0,-2.056,188,95,93,0,closed,fieldturf,1,0,0,2,0,0,0.0,3.0,18.667,22.667,0.0,2.0,0.0,1.0,2.0,15.333,17.667,1.0,1.0,0.0,False,False,False,2024-09-22,13:00,1.5,43.0,False
2024,3,2024_03_DEN_TB,TB,DEN,-19.0,223.0,352.0,132.0,246.0,91.0,108.0,202.0,187.0,1.0,2.0,-0.268,0.089,0.089,-0.268,-0.379,0.188,0.188,-0.379,3.931,4.943,0.486,0.568,-13.948,7.231,0.0,7.0,2.0,9.0,0.0,0.001,0.043,0.051,0.0,0.025,16.0,18.0,0.577,0.531,0.577,0.593,0.141,0.148,3.0,2.0,-0.678,156,83,73,0,outdoors,grass,0,1,0,1,1,0,3.0,0.0,22.0,12.0,2.0,0.0,0.0,0.0,3.0,13.333,22.0,0.0,2.0,0.0,False,False,False,2024-09-22,13:00,6.0,40.5,True
2024,3,2024_03_DET_ARI,ARI,DET,-7.0,277.0,373.0,224.0,194.0,53.0,181.0,201.0,186.0,1.0,3.0,-0.136,-0.007,-0.007,-0.136,-0.322,0.238,0.238,-0.322,-1.605,10.704,0.472,0.529,-9.798,-0.623,2.0,1.0,2.0,4.0,0.0,0.001,0.014,0.072,0.0,0.0,17.0,23.0,0.583,0.302,0.653,0.244,0.111,0.0,0.0,2.0,-0.905,167,79,88,0,closed,grass,0,1,0,2,4,1,1.0,2.0,29.667,21.667,1.0,1.0,0.0,2.0,1.0,24.0,20.0,1.0,1.0,0.0,True,False,False,2024-09-22,16:25,-3.0,51.5,False
2024,3,2024_03_GB_TEN,TEN,GB,-16.0,237.0,378.0,215.0,222.0,22.0,156.0,202.0,186.0,3.0,2.0,-0.247,0.062,0.062,-0.247,-0.274,0.293,0.293,-0.274,5.699,-1.195,0.5,0.407,-16.828,5.061,3.0,8.0,3.0,10.0,0.001,0.0,0.045,0.062,0.0,0.0,18.0,16.0,0.652,0.321,0.58,0.593,0.087,0.012,0.0,0.0,-0.667,163,77,86,0,outdoors,grass,0,1,0,2,1,0,1.0,2.0,20.667,22.667,0.0,2.0,0.0,2.0,1.0,20.667,17.667,1.0,1.0,0.0,False,False,False,2024-09-22,13:00,3.0,37.0,True
2024,3,2024_03_HOU_MIN,MIN,HOU,27.0,274.0,296.0,156.0,270.0,118.0,26.0,201.0,186.0,4.0,1.0,0.12,-0.262,-0.262,0.12,0.081,-0.352,-0.352,0.081,0.974,-5.398,0.494,0.337,9.475,-22.525,5.0,4.0,8.0,6.0,0.001,0.0,0.078,0.047,0.013,0.024,19.0,17.0,0.438,0.64,0.35,0.605,0.075,0.14,0.0,3.0,-1.675,175,88,87,0,dome,sportturf,1,0,0,2,0,0,2.0,1.0,23.667,17.667,2.0,0.0,0.0,3.0,0.0,23.667,19.667,2.0,0.0,0.0,False,False,False,2024-09-22,13:00,-2.0,46.0,False
2024,3,2024_03_JAX_BUF,BUF,JAX,37.0,388.0,239.0,299.0,148.0,90.0,91.0,201.0,187.0,6.0,1.0,0.346,-0.163,-0.163,0.346,0.36,-0.094,-0.094,0.36,12.893,-7.019,0.545,0.427,26.638,-14.473,5.0,0.0,10.0,1.0,0.001,0.0,0.079,0.023,0.026,0.046,24.0,18.0,0.5,0.596,0.462,0.652,0.026,0.022,1.0,2.0,-5.377,176,97,79,0,outdoors,a_turf,1,0,0,2,3,0,3.0,0.0,28.667,17.333,2.0,0.0,0.0,0.0,3.0,16.667,22.0,0.0,2.0,0.0,True,False,False,2024-09-23,19:30,4.0,46.5,True
2024,3,2024_03_KC_ATL,ATL,KC,-5.0,311.0,345.0,229.0,247.0,83.0,111.0,201.0,186.0,2.0,2.0,-0.006,0.086,0.086,-0.006,-0.223,0.231,0.231,-0.223,6.607,1.287,0.461,0.575,-0.48,7.46,0.0,2.0,7.0,10.0,0.001,0.001,0.027,0.071,0.013,0.012,19.0,22.0,0.474,0.477,0.566,0.636,0.079,0.011,0.0,2.0,-2.39,173,89,84,0,closed,fieldturf,0,1,0,0,2,0,1.0,2.0,16.333,29.0,1.0,1.0,0.0,3.0,0.0,22.0,19.0,2.0,0.0,0.0,False,False,False,2024-09-22,20:20,-3.0,46.0,False
2024,3,2024_03_LAC_PIT,PIT,LAC,10.0,346.0,166.0,236.0,105.0,112.0,61.0,201.0,186.0,2.0,1.0,0.049,-0.115,-0.115,0.049,0.248,-0.185,-0.185,0.248,10.248,6.365,0.494,0.419,3.945,-7.121,5.0,2.0,7.0,5.0,0.0,0.0,0.089,0.048,0.0,0.0,19.0,10.0,0.451,0.419,0.561,0.677,0.049,0.016,3.0,0.0,-0.632,155,82,73,0,outdoors,grass,1,0,0,2,2,0,3.0,0.0,16.0,8.667,2.0,0.0,0.0,2.0,1.0,20.0,8.667,2.0,0.0,0.0,True,False,False,2024-09-22,13:00,3.0,36.0,True
2024,3,2024_03_MIA_SEA,SEA,MIA,21.0,370.0,205.0,270.0,146.0,102.0,59.0,201.0,186.0,3.0,0.0,-0.071,-0.366,-0.366,-0.071,0.027,-0.426,-0.426,0.027,6.67,-0.16,0.418,0.329,-5.626,-28.911,6.0,3.0,12.0,7.0,0.001,0.0,0.038,0.013,0.0,0.0,21.0,13.0,0.475,0.532,0.588,0.709,0.175,0.051,3.0,0.0,-0.522,169,92,77,0,outdoors,fieldturf,1,0,0,2,0,0,3.0,0.0,23.333,20.0,2.0,0.0,0.0,1.0,2.0,14.667,23.0,1.0,1.0,0.0,False,False,False,2024-09-22,16:05,4.0,41.5,True
2024,3,2024_03_NE_NYJ,NYJ,NE,21.0,400.0,139.0,285.0,73.0,115.0,66.0,201.0,187.0,3.0,0.0,0.12,-0.22,-0.22,0.12,0.28,-0.173,-0.173,0.28,12.662,-3.532,0.523,0.429,10.345,-13.873,7.0,2.0,12.0,4.0,0.001,0.0,0.119,0.032,0.0,0.048,26.0,11.0,0.5,0.609,0.465,0.641,0.035,0.203,1.0,3.0,-0.607,159,82,77,0,outdoors,fieldturf,1,0,0,2,18,0,2.0,1.0,20.0,17.333,1.0,1.0,0.0,1.0,2.0,13.0,16.667,1.0,1.0,0.0,True,True,False,2024-09-19,20:15,6.5,39.0,True
2024,3,2024_03_NYG_CLE,CLE,NYG,-6.0,219.0,340.0,177.0,237.0,43.0,107.0,203.0,188.0,2.0,3.0,-0.252,-0.145,-0.145,-0.252,-0.497,0.039,0.039,-0.497,-7.469,5.555,0.439,0.433,-20.636,-13.062,2.0,8.0,9.0,14.0,0.0,0.001,0.049,0.045,0.012,0.011,16.0,21.0,0.622,0.451,0.732,0.538,0.207,0.077,0.0,3.0,-1.491,182,88,94,0,outdoors,grass,0,1,0,1,1,0,1.0,2.0,16.333,25.667,1.0,1.0,0.0,1.0,2.0,17.0,19.667,0.0,2.0,0.0,False,False,False,2024-09-22,13:00,6.5,38.0,True
2024,3,2024_03_PHI_NO,NO,PHI,-3.0,219.0,462.0,134.0,320.0,86.0,146.0,201.0,187.0,1.0,2.0,-0.156,-0.098,-0.098,-0.156,-0.271,0.199,0.199,-0.271,-6.906,9.867,0.353,0.386,-10.608,-8.12,4.0,1.0,7.0,4.0,0.0,0.0,0.09,0.073,0.0,0.012,12.0,20.0,0.412,0.548,0.426,0.774,0.029,0.095,0.0,1.0,-1.086,162,77,85,0,dome,sportturf,0,1,0,2,3,0,3.0,0.0,46.333,15.333,2.0,0.0,0.0,1.0,2.0,21.667,26.0,1.0,1.0,0.0,True,False,False,2024-09-22,13:00,2.5,49.0,False
2024,3,2024_03_SF_LA,LA,SF,3.0,296.0,425.0,198.0,325.0,98.0,100.0,201.0,187.0,3.0,3.0,0.159,0.137,0.137,0.159,0.564,0.131,0.131,0.564,2.076,8.349,0.5,0.518,11.781,11.641,1.0,3.0,3.0,5.0,0.001,0.001,0.068,0.071,0.027,0.012,19.0,24.0,0.446,0.5,0.378,0.477,0.014,0.012,0.0,0.0,-1.756,172,82,90,0,dome,matrixturf,1,0,0,6,14,0,1.0,2.0,17.0,29.0,0.0,2.0,0.0,1.0,2.0,23.0,21.0,1.0,1.0,0.0,True,True,False,2024-09-22,16:25,-6.0,44.5,False
2024,3,2024_03_WAS_CIN,CIN,WAS,-5.0,436.0,356.0,316.0,271.0,120.0,87.0,201.0,186.0,4.0,5.0,0.3,0.426,0.426,0.3,0.313,0.878,0.878,0.313,9.191,28.35,0.584,0.6,23.12,31.934,2.0,2.0,3.0,4.0,0.001,0.001,0.079,0.068,0.013,0.041,30.0,22.0,0.558,0.395,0.701,0.697,0.078,0.355,1.0,0.0,-2.209,164,81,83,0,outdoors,fieldturf,0,1,0,0,1,1,1.0,2.0,22.0,18.667,0.0,2.0,0.0,1.0,2.0,17.0,31.0,1.0,1.0,0.0,False,False,False,2024-09-23,20:15,7.5,46.0,True
2024,4,2024_04_BUF_BAL,BAL,BUF,25.0,427.0,236.0,156.0,170.0,271.0,66.0,202.0,187.0,5.0,1.0,0.208,-0.148,-0.148,0.208,0.293,-0.14,-0.14,0.293,12.691,0.412,0.542,0.395,15.0,-11.265,3.0,1.0,8.0,3.0,0.001,0.0,0.07,0.04,0.0,0.013,21.0,12.0,0.292,0.506,0.486,0.597,0.0,0.065,3.0,2.0,-0.503,154,80,74,0,outdoors,grass,1,0,0,3,1,0,1.0,2.0,23.667,26.0,1.0,2.0,0.0,3.0,0.0,37.333,16.0,3.0,0.0,0.0,True,False,False,2024-09-29,20:20,2.5,46.5,True
2024,4,2024_04_CIN_CAR,CAR,CIN,-10.0,375.0,373.0,230.0,242.0,146.0,131.0,201.0,186.0,3.0,4.0,0.044,0.201,0.201,0.044,0.07,0.655,0.655,0.07,-3.969,3.683,0.529,0.494,3.829,16.655,0.0,0.0,2.0,2.0,0.001,0.001,0.081,0.085,0.012,0.0,24.0,24.0,0.5,0.434,0.614,0.506,0.057,0.012,0.0,0.0,-1.158,185,92,93,0,outdoors,grass,0,1,0,1,1,1,1.0,2.0,16.333,31.667,1.0,2.0,0.0,0.0,3.0,22.667,26.667,0.0,3.0,0.0,False,False,False,2024-09-29,13:00,-4.5,47.0,True
2024,4,2024_04_CLE_LV,LV,CLE,4.0,268.0,241.0,116.0,181.0,154.0,60.0,202.0,186.0,3.0,1.0,-0.075,-0.114,-0.114,-0.075,0.051,-0.34,-0.34,0.051,-13.652,4.124,0.44,0.397,-5.61,-8.3,3.0,2.0,10.0,4.0,0.001,0.0,0.055,0.041,0.0,0.0,17.0,15.0,0.382,0.603,0.408,0.726,0.105,0.082,1.0,2.0,-1.268,158,80,78,0,dome,grass,1,0,0,4,1,0,1.0,2.0,19.333,27.0,1.0,2.0,0.0,1.0,2.0,16.667,22.333,1.0,2.0,0.0,True,False,False,2024-09-29,16:25,-2.5,36.5,False
2024,4,2024_04_DAL_NYG,NYG,DAL,-5.0,303.0,293.0,277.0,213.0,27.0,81.0,201.0,186.0,0.0,2.0,0.018,0.11,0.11,0.018,-0.206,0.291,0.291,-0.206,10.31,13.09,0.422,0.521,1.519,7.789,1.0,1.0,3.0,3.0,0.0,0.0,0.062,0.043,0.037,0.014,16.0,14.0,0.53,0.444,0.554,0.444,0.012,0.042,0.0,3.0,-1.865,162,84,78,0,outdoors,fieldturf,0,1,0,4,16,0,1.0,2.0,15.0,21.333,1.0,2.0,0.0,1.0,2.0,25.667,29.667,1.0,2.0,0.0,True,True,False,2024-09-26,20:15,-5.5,45.0,True
2024,4,2024_04_DEN_NYJ,NYJ,DEN,-1.0,248.0,186.0,202.0,67.0,46.0,123.0,202.0,187.0,0.0,1.0,-0.22,-0.236,-0.236,-0.22,-1.29,-0.877,-0.877,-1.29,-7.39,-14.799,0.347,0.368,-18.079,-15.112,0.0,5.0,2.0,13.0,0.0,0.0,0.043,0.039,0.0,0.0,16.0,12.0,0.568,0.377,0.653,0.455,0.053,0.013,0.0,1.0,-0.552,182,92,90,0,outdoors,fieldturf,0,1,0,3,4,0,2.0,1.0,22.333,17.333,2.0,1.0,0.0,1.0,2.0,17.333,15.333,1.0,2.0,0.0,True,False,False,2024-09-29,13:00,7.5,39.5,True
2024,4,2024_04_JAX_HOU,HOU,JAX,4.0,435.0,313.0,357.0,161.0,78.0,153.0,201.0,187.0,3.0,2.0,0.098,0.114,0.114,0.098,0.58,0.131,0.131,0.58,1.579,-7.821,0.484,0.461,8.952,8.681,1.0,2.0,3.0,6.0,0.001,0.001,0.077,0.054,0.0,0.0,25.0,17.0,0.56,0.455,0.615,0.532,0.011,0.078,0.0,0.0,-1.298,178,86,92,0,closed,astroturf,1,0,0,16,4,0,2.0,1.0,18.333,24.667,2.0,1.0,0.0,0.0,3.0,13.333,28.333,0.0,3.0,0.0,True,True,False,2024-09-29,13:00,5.5,44.5,False
2024,4,2024_04_KC_LAC,LAC,KC,-7.0,224.0,329.0,169.0,243.0,55.0,89.0,201.0,187.0,1.0,2.0,-0.22,-0.104,-0.104,-0.22,-0.254,0.288,0.288,-0.254,-6.548,-6.731,0.32,0.467,-16.519,-7.81,3.0,2.0,3.0,10.0,0.0,0.0,0.055,0.12,0.0,0.0,12.0,16.0,0.4,0.487,0.667,0.645,0.0,0.026,0.0,3.0,-0.252,159,86,73,0,dome,matrixturf,0,1,0,3,17,0,2.0,1.0,19.333,11.0,2.0,1.0,0.0,3.0,0.0,25.0,20.667,3.0,0.0,0.0,True,True,False,2024-09-29,16:25,-7.5,41.5,False
2024,4,2024_04_LA_CHI,CHI,LA,6.0,264.0,322.0,133.0,203.0,133.0,120.0,201.0,187.0,3.0,1.0,0.057,0.043,0.043,0.057,0.314,-0.101,-0.101,0.314,10.312,-0.009,0.526,0.526,4.452,3.288,3.0,3.0,6.0,3.0,0.001,0.0,0.038,0.068,0.0,0.0,17.0,20.0,0.405,0.461,0.468,0.303,0.139,0.0,2.0,0.0,-1.239,164,86,78,0,outdoors,grass,1,0,0,2,3,0,1.0,2.0,17.667,19.0,1.0,2.0,0.0,1.0,2.0,19.0,30.333,1.0,2.0,0.0,True,False,False,2024-09-29,13:00,3.0,40.0,True
2024,4,2024_04_MIN_GB,GB,MIN,-2.0,467.0,374.0,387.0,277.0,80.0,100.0,203.0,187.0,4.0,4.0,-0.073,0.001,0.001,-0.073,-0.159,0.377,0.377,-0.159,-1.345,10.923,0.462,0.5,-2.82,0.046,2.0,1.0,3.0,10.0,0.001,0.001,0.043,0.046,0.0,0.0,23.0,21.0,0.624,0.404,0.774,0.371,0.215,0.045,0.0,1.0,-3.291,193,97,96,0,outdoors,grass,0,1,0,10,9,1,2.0,1.0,25.0,19.333,2.0,1.0,0.0,3.0,0.0,28.333,10.0,3.0,0.0,0.0,True,True,False,2024-09-29,13:00,2.5,44.0,True
2024,4,2024_04_NE_SF,SF,NE,17.0,431.0,213.0,295.0,141.0,137.0,72.0,202.0,188.0,2.0,2.0,-0.021,-0.262,-0.262,-0.021,0.076,-0.357,-0.357,0.076,2.781,-8.482,0.434,0.432,-1.624,-21.22,6.0,1.0,10.0,4.0,0.001,0.0,0.092,0.063,0.0,0.013,19.0,12.0,0.403,0.494,0.403,0.506,0.013,0.086,3.0,0.0,-1.019,168,86,82,0,outdoors,grass,1,0,0,1,1,0,1.0,2.0,24.333,23.0,1.0,2.0,0.0,1.0,2.0,13.0,19.0,1.0,2.0,0.0,False,False,False,2024-09-29,16:05,10.5,41.5,True
2024,4,2024_04_NO_ATL,ATL,NO,2.0,315.0,366.0,227.0,240.0,88.0,126.0,202.0,186.0,1.0,4.0,0.084,0.048,0.048,0.084,0.533,0.079,0.079,0.533,-6.779,4.91,0.425,0.516,6.123,4.339,1.0,1.0,3.0,4.0,0.0,0.001,0.056,0.078,0.0,0.011,14.0,24.0,0.548,0.446,0.575,0.391,0.11,0.098,0.0,0.0,-1.739,174,85,89,0,closed,fieldturf,1,0,0,8,12,0,1.0,2.0,16.333,20.333,1.0,2.0,0.0,2.0,1.0,34.333,14.667,2.0,1.0,0.0,True,True,False,2024-09-29,13:00,2.5,41.5,False
2024,4,2024_04_PHI_TB,TB,PHI,17.0,445.0,227.0,344.0,121.0,102.0,107.0,202.0,187.0,4.0,2.0,0.189,-0.034,-0.034,0.189,0.385,-0.083,-0.083,0.385,-5.939,-3.572,0.511,0.486,17.762,-2.466,6.0,2.0,6.0,2.0,0.001,0.001,0.065,0.083,0.011,0.014,29.0,15.0,0.547,0.528,0.547,0.681,0.021,0.306,3.0,3.0,0.096,173,100,73,0,outdoors,grass,1,0,0,3,1,0,2.0,1.0,21.333,20.667,2.0,1.0,0.0,2.0,1.0,23.333,21.0,2.0,1.0,0.0,True,False,False,2024-09-29,13:00,-1.0,42.0,True
2024,4,2024_04_PIT_IND,IND,PIT,3.0,358.0,404.0,229.0,298.0,130.0,106.0,201.0,188.0,3.0,3.0,0.024,-0.019,-0.019,0.024,0.299,-0.126,-0.126,0.299,6.098,1.237,0.458,0.518,1.992,4.273,4.0,2.0,7.0,6.0,0.001,0.001,0.099,0.071,0.0,0.0,22.0,22.0,0.417,0.506,0.726,0.624,0.071,0.165,3.0,1.0,-1.621,176,87,89,0,closed,fieldturf,1,0,0,1,7,0,1.0,2.0,19.333,20.333,1.0,2.0,0.0,3.0,0.0,17.0,8.667,3.0,0.0,0.0,True,False,False,2024-09-29,13:00,-2.5,40.0,False
2024,4,2024_04_SEA_DET,DET,SEA,13.0,389.0,516.0,273.0,407.0,118.0,109.0,201.0,187.0,6.0,4.0,0.332,0.081,0.081,0.332,0.489,0.036,0.036,0.489,25.599,-0.805,0.574,0.523,22.561,17.521,3.0,3.0,8.0,4.0,0.001,0.001,0.045,0.048,0.0,0.01,20.0,37.0,0.348,0.682,0.261,0.701,0.029,0.224,2.0,1.0,-4.699,185,87,98,0,dome,fieldturf,1,0,0,0,5,0,2.0,1.0,20.667,17.667,2.0,1.0,0.0,3.0,0.0,24.333,14.333,3.0,0.0,0.0,True,False,False,2024-09-30,20:15,3.5,46.5,False
2024,4,2024_04_TEN_MIA,MIA,TEN,-19.0,184.0,244.0,99.0,105.0,85.0,139.0,202.0,186.0,1.0,2.0,-0.269,0.042,0.042,-0.269,-0.539,0.028,0.028,-0.539,-2.985,-4.526,0.36,0.419,-20.162,3.613,1.0,2.0,3.0,5.0,0.0,0.001,0.027,0.024,0.014,0.012,13.0,16.0,0.408,0.279,0.658,0.453,0.026,0.023,0.0,1.0,-1.296,172,88,84,0,outdoors,grass,0,1,0,3,3,0,1.0,2.0,11.0,24.0,1.0,2.0,0.0,0.0,3.0,16.0,26.0,0.0,3.0,0.0,True,False,False,2024-09-30,19:30,2.5,37.0,True
2024,4,2024_04_WAS_ARI,ARI,WAS,-28.0,296.0,451.0,118.0,265.0,178.0,186.0,202.0,186.0,2.0,5.0,-0.06,0.374,0.374,-0.06,-0.038,0.509,0.509,-0.038,0.413,14.327,0.514,0.607,1.245,31.402,0.0,4.0,1.0,5.0,0.001,0.001,0.056,0.11,0.028,0.012,17.0,28.0,0.384,0.464,0.589,0.714,0.178,0.476,0.0,3.0,-1.108,165,82,83,0,closed,grass,0,1,0,3,3,0,1.0,2.0,27.333,21.333,1.0,2.0,0.0,2.0,1.0,26.333,29.333,2.0,1.0,0.0,True,False,False,2024-09-29,16:05,3.5,49.0,False
2024,5,2024_05_ARI_SF,SF,ARI,-1.0,384.0,360.0,264.0,205.0,120.0,158.0,202.0,186.0,1.0,3.0,-0.046,0.018,0.018,-0.046,-0.236,0.193,0.193,-0.236,-2.797,-2.245,0.481,0.5,-3.516,1.358,1.0,2.0,2.0,5.0,0.0,0.0,0.078,0.042,0.0,0.014,22.0,19.0,0.532,0.44,0.571,0.56,0.013,0.0,0.0,3.0,-1.336,160,87,73,0,outdoors,grass,0,1,0,8,12,0,1.0,2.0,23.667,21.0,2.0,2.0,0.0,1.0,2.0,22.667,24.0,1.0,3.0,0.0,True,True,False,2024-10-06,16:05,7.0,48.5,True
2024,5,2024_05_BAL_CIN,CIN,BAL,-3.0,444.0,520.0,372.0,371.0,72.0,150.0,201.0,187.0,5.0,5.0,0.191,0.252,0.252,0.191,0.409,0.977,0.977,0.409,11.795,-0.483,0.495,0.589,17.41,23.896,1.0,3.0,7.0,9.0,0.001,0.001,0.09,0.105,0.0,0.011,23.0,29.0,0.478,0.505,0.598,0.674,0.0,0.137,0.0,1.0,-1.556,202,92,92,18,outdoors,fieldturf,0,1,0,10,10,0,1.0,2.0,30.667,29.333,1.0,3.0,0.0,2.0,1.0,28.667,20.333,2.0,2.0,0.0,True,True,False,2024-10-06,13:00,-2.5,48.5,True
2024,5,2024_05_BUF_HOU,HOU,BUF,3.0,425.0,276.0,358.0,180.0,67.0,96.0,202.0,186.0,2.0,2.0,-0.027,-0.025,-0.025,-0.027,-0.011,-0.444,-0.444,-0.011,6.012,-27.195,0.44,0.366,-2.268,-2.079,1.0,1.0,9.0,6.0,0.0,0.0,0.095,0.038,0.0,0.012,18.0,16.0,0.494,0.427,0.529,0.463,0.024,0.012,2.0,0.0,-0.216,177,87,90,0,closed,astroturf,1,0,0,2,2,0,2.0,1.0,16.667,22.333,3.0,1.0,0.0,2.0,1.0,29.333,18.333,3.0,1.0,0.0,True,False,False,2024-10-06,13:00,1.0,48.0,False
2024,5,2024_05_CAR_CHI,CHI,CAR,26.0,424.0,292.0,330.0,183.0,98.0,109.0,201.0,188.0,5.0,1.0,0.138,-0.195,-0.195,0.138,0.291,-0.142,-0.142,0.291,2.837,-0.463,0.449,0.421,12.281,-8.398,4.0,1.0,8.0,2.0,0.001,0.0,0.045,0.04,0.0,0.013,24.0,14.0,0.433,0.553,0.433,0.592,0.3,0.066,3.0,2.0,-0.59,173,94,79,0,outdoors,grass,1,0,0,3,1,0,1.0,2.0,17.667,19.333,2.0,2.0,0.0,1.0,2.0,21.0,27.333,1.0,3.0,0.0,True,False,False,2024-10-06,13:00,4.0,40.0,True
2024,5,2024_05_CLE_WAS,WAS,CLE,21.0,434.0,212.0,286.0,122.0,148.0,90.0,202.0,187.0,4.0,1.0,0.048,-0.19,-0.19,0.048,0.053,-0.38,-0.38,0.053,-7.971,-7.997,0.39,0.372,3.948,-16.378,7.0,3.0,10.0,3.0,0.001,0.0,0.098,0.012,0.024,0.024,18.0,12.0,0.451,0.471,0.695,0.667,0.5,0.092,3.0,1.0,-2.675,179,102,77,0,outdoors,grass,1,0,0,1,2,0,3.0,0.0,33.667,21.667,3.0,1.0,0.0,1.0,2.0,16.333,18.0,1.0,3.0,0.0,False,False,False,2024-10-06,13:00,3.0,44.0,True
2024,5,2024_05_DAL_PIT,PIT,DAL,-3.0,226.0,445.0,134.0,339.0,92.0,106.0,202.0,187.0,2.0,2.0,0.031,0.097,0.097,0.031,0.444,0.864,0.864,0.444,-0.741,3.1,0.506,0.495,2.353,9.012,2.0,3.0,6.0,6.0,0.001,0.0,0.041,0.098,0.027,0.011,15.0,25.0,0.41,0.495,0.41,0.667,0.09,0.075,0.0,0.0,-1.608,181,84,97,0,outdoors,grass,0,1,0,1,1,0,2.0,1.0,19.0,14.333,3.0,1.0,0.0,1.0,2.0,21.333,29.0,2.0,2.0,0.0,False,False,False,2024-10-06,20:20,2.5,43.5,True
2024,5,2024_05_GB_LA,LA,GB,-5.0,370.0,323.0,236.0,209.0,134.0,116.0,202.0,186.0,2.0,4.0,-0.074,0.007,0.007,-0.074,-0.287,0.251,0.251,-0.287,-5.19,-12.448,0.538,0.442,-6.751,0.509,2.0,3.0,3.0,9.0,0.001,0.001,0.09,0.013,0.022,0.0,24.0,19.0,0.538,0.385,0.495,0.615,0.11,0.064,0.0,1.0,-1.45,182,88,94,0,dome,matrixturf,0,1,0,1,4,0,1.0,2.0,18.333,29.667,1.0,3.0,0.0,2.0,1.0,25.0,18.333,2.0,2.0,0.0,True,False,False,2024-10-06,16:25,-3.0,49.5,False
2024,5,2024_05_IND_JAX,JAX,IND,3.0,497.0,447.0,371.0,369.0,126.0,79.0,202.0,187.0,4.0,4.0,0.235,0.173,0.173,0.235,0.629,0.187,0.187,0.629,11.406,8.593,0.526,0.5,21.139,15.954,4.0,0.0,5.0,0.0,0.001,0.001,0.04,0.077,0.013,0.011,20.0,25.0,0.461,0.548,0.5,0.634,0.039,0.097,2.0,0.0,-2.462,179,85,94,0,outdoors,grass,1,0,0,11,9,0,0.0,3.0,14.333,29.667,0.0,4.0,0.0,2.0,1.0,19.333,18.667,2.0,2.0,0.0,True,True,False,2024-10-06,13:00,3.5,45.0,True
2024,5,2024_05_LV_DEN,DEN,LV,16.0,289.0,332.0,192.0,237.0,101.0,95.0,201.0,186.0,3.0,3.0,0.032,-0.174,-0.174,0.032,0.174,-0.259,-0.259,0.174,2.393,-3.082,0.471,0.4,2.709,-14.748,3.0,3.0,6.0,4.0,0.001,0.001,0.036,0.083,0.012,0.0,18.0,19.0,0.384,0.541,0.43,0.576,0.093,0.141,2.0,1.0,-1.035,181,91,90,0,outdoors,grass,1,0,0,7,13,0,2.0,1.0,14.0,9.667,2.0,2.0,0.0,2.0,1.0,22.667,25.0,2.0,2.0,0.0,True,True,False,2024-10-06,16:05,3.0,36.0,True
